Review,Padded_Sequence,Sentiment
lastly the mozzarella sticks they were the best thing we ordered,"[1493    1 1494  616   36   33    1   48  255   19   89    0    0    0
    0    0    0    0    0    0    0    0    0]",1
the staff is always super friendly and helpful which is especially cool when you bring two small boys and a baby,"[   1   99    7  115  434   59    2  430   57    7  431  555   70   27
  648  203  344 1495    2    5  601    0    0]",1
waitress was a little slow in service,"[257   4   5 149 132  13  17   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
the desserts were a bit strange,"[   1  330   33    5  286 1496    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",0
i got food poisoning here at the buffet,"[   3   85   11 1497   32   34    1  175    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",0
the fried rice was dry as well,"[  1 673 591   4 297  46  72   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
a good time,[ 5 16 40  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],1
the staff are also very friendly and efficient,"[   1   99   25   53   24   59    2 1498    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
the service was poor and thats being nice,"[   1   17    4  268    2 1499  118   66    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",0
insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it,"[1500 1501 1502    2   21    6   37  219   15    5 1503  641  305 1504
   50    6 1505    9    0    0    0    0    0]",0
crust is not good,"[442   7  12  16   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
thus far have only visited twice and the food was absolutely delicious each time,"[1506  233   28   71 1507  234    2    1   11    4  161   63  220   40
    0    0    0    0    0    0    0    0    0]",1
both of them were truly unbelievably good and i am so glad we went back,"[ 180   10  146   33 1508 1509   16    2    3  209   20 1510   19  117
   29    0    0    0    0    0    0    0    0]",1
the bathrooms are clean and the place itself is well decorated,"[   1 1511   25  179    2    1   14  304    7   72  664    0    0    0
    0    0    0    0    0    0    0    0    0]",1
conclusion very filling meals,"[1512   24  672  348    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
this place is overpriced not consistent with their boba and it really is overpriced,"[   8   14    7  213   12 1513   26   54 1514    2    9   41    7  213
    0    0    0    0    0    0    0    0    0]",0
the building itself seems pretty neat the bathroom is pretty trippy but i wouldnt eat here again,"[   1  662  304  674   79 1515    1  353    7   79 1516   35    3  405
  103   32   77    0    0    0    0    0    0]",0
the buffet at bellagio was far from what i anticipated,"[   1  175   34 1517    4  233  106   64    3 1518    0    0    0    0
    0    0    0    0    0    0    0    0    0]",0
a great touch,"[   5   22 1519    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
the food was very good,[ 1 11  4 24 16  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],1
the portion was huge,"[   1 1520    4  313    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
i could care less the interior is just beautiful,"[   3  123  634 1521    1 1522    7   50  429    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
an hour seriously,"[ 43 414 171   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
sauce was tasteless,"[176   4 337   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
service is quick and friendly,"[ 17   7 675   2  59   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",1
the waitresses are very friendly,"[   1 1523   25   24   59    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
the live music on fridays totally blows,"[   1  527 1524   31 1525  551 1526    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",0
 both the hot  sour  the egg flower soups were absolutely 5 stars,"[ 180    1  202 1527    1  428  537 1528   33  161  167  107    0    0
    0    0    0    0    0    0    0    0    0]",1
it was awesome,"[  9   4 138   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",1
honeslty it didnt taste that fresh,"[1529    9  204  134   30  183    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",0
my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service,"[   1  100   40   31    5  658  284    6   58    2  123   12   28   82
   86 1530   26    1  137   10   11    2   17]",1
like the other reviewer said you couldnt pay me to eat at this place again,"[  38    1  120 1531  383   27 1532  427  122    6  103   34    8   14
   77    0    0    0    0    0    0    0    0]",0
i dont have very many words to say about this place but it does everything pretty well,"[   3   47   28   24  155 1533    6  126   95    8   14   35    9  606
  166   79   72    0    0    0    0    0    0]",1
this place deserves no stars,"[   8   14 1534   67  107    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",0
i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor,"[   3   28   56   21  385  112   11   57 1535  122  418    1 1536   19
 1537  676   20   88   31   54 1538    2  108]",0
our server was super nice and checked on us many times,"[  42  119    4  434   66    2 1539   31   90  155  156    0    0    0
    0    0    0    0    0    0    0    0    0]",1
i did not expect this to be so good,"[  3  61  12 318   8   6  23  20  16   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",1
i had heard good things about this place but it exceeding every hope i could have dreamed of,"[   3   21  602   16  461   95    8   14   35    9 1540  170  423    3
  123   28 1541   10    0    0    0    0    0]",1
by this point my friends and i had basically figured out this place was a joke and didnt mind making it publicly and loudly known,"[ 325   18  173    2    3   21  659 1542   75    8   14    4    5  639
    2  204  612 1543    9 1544    2 1545 1546]",0
best tater tots in the southwest,"[  48 1547 1548   13    1 1549    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
best tacos in town by far,"[ 48 306  13 368  76 233   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",1
if that bug never showed up i would have given a 4 for sure but on the other side of the wall where this bug was climbing was the kitchen,"[  52   28  597    5  478   15  151   35   31    1  120  214   10    1
  556  247    8  677    4 1551    4    1 1552]",0
dont waste your time here,"[ 47 239  55  40  32   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
it was way over fried,"[  9   4 152 207 673   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes,"[   3   83   30   36 1553   54   11   13   66 1554 1555   46 1556    6
 1557    9   13  149 1558 1559 1560    0    0]",1
we walked away stuffed and happy about our first vegas buffet experience,"[  19  411  312 1561    2  321   95   42  100   58  175   74    0    0
    0    0    0    0    0    0    0    0    0]",1
their chow mein is so good,"[  54 1562 1563    7   20   16    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
the pizza tasted old super chewy in not a good way,"[  1  98 157 216 434 421  13  12   5  16 152   0   0   0   0   0   0   0
   0   0   0   0   0]",0
i kept looking at the time and it had soon become 35 minutes yet still no food,"[   3  433  636   34    1   40    2    9   21  136 1564 1565   84  546
  195   67   11    0    0    0    0    0    0]",0
love this place hits the spot when i want something healthy but not lacking in quantity or flavor,"[  83    8   14 1566    1  230   70    3  129  589  590   35   12  615
   13 1567  142  108    0    0    0    0    0]",1
i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself,"[ 628  678  156   15    1  258 1568    2  114   81   40   10  118 1569
    3  117    6    1 1570    2   85   65 1571]",0
they have a really nice atmosphere,"[ 36  28   5  41  66 260   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",1
always a great time at dos gringos,"[ 115    5   22   40   34 1572 1573    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
i could eat their bruschetta all day it is devine,"[   3  123  103   54 1574   39  158    9    7 1575    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
drinks took close to 30 minutes to come out at one point,"[289 314 604   6 259  84   6 174  75  34  65 325   0   0   0   0   0   0
   0   0   0   0   0]",0
last night was my second time dining here and i was so happy i decided to go back,"[ 190  143    4   18 1576   40  189   32    2    3    4   20  321    3
 1577    6   37   29    0    0    0    0    0]",1
their regular toasted bread was equally satisfying with the occasional pats of butter mmmm,"[  54  651  534  227    4  333 1578   26    1 1579 1580   10  362 1581
    0    0    0    0    0    0    0    0    0]",1
i mean really how do you get so famous for your fish and chips when its so terrible,"[   3 1582   41  140  133   27  113   20 1583   15   55  298    2  251
   70   92   20  135    0    0    0    0    0]",0
for about 10 minutes we were waiting for her salad when we realized that it wasnt coming any time soon,"[ 15  95 432  84  19  33 245  15 342  97  70  19 587  30   9 182 145 150
  40 136   0   0   0]",0
give it a try you will be happy you did,"[301   9   5 211  27  45  23 321  27  61   0   0   0   0   0   0   0   0
   0   0   0   0   0]",1
based on the subpar service i received and no effort to show their gratitude for my business i wont be going back,"[1584   31    1  679   17    3  654    2   67 1585    6 1586   54 1587
   15   18  669    3   62   23   91   29    0]",0
the selection on the menu was great and so were the prices,"[  1 196  31   1  93   4  22   2  20  33   1 177   0   0   0   0   0   0
   0   0   0   0   0]",1
i have eaten here multiple times and each time the food was delicious,"[  3  28 295  32 678 156   2 220  40   1  11   4  63   0   0   0   0   0
   0   0   0   0   0]",1
crostini that came with the salad was stale,"[1588   30  102   26    1   97    4  497    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",0
as for the service i thought it was good,"[ 46  15   1  17   3 235   9   4  16   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",1
ordered a double cheeseburger  got a single patty that was falling apart picture uploaded yeah still sucks,"[  89    5 1589 1590   85    5  506 1591   30    4 1592 1593 1594 1595
 1596  195  323    0    0    0    0    0    0]",0
dont bother coming here,"[ 47 657 145  32   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
it was packed,"[   9    4 1597    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",0
i think not again,"[  3 124  12  77   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
maybe if they werent cold they would have been somewhat edible,"[ 364   44   36 1598  232   36   52   28   82 1599 1600    0    0    0
    0    0    0    0    0    0    0    0    0]",0
i dont think ill be running back to carlys anytime soon for food,"[   3   47  124  231   23  379   29    6 1601  243  136   15   11    0
    0    0    0    0    0    0    0    0    0]",0
the only thing i did like was the prime rib and dessert section,"[   1   71  255    3   61   38    4    1 1602 1603    2  310 1604    0
    0    0    0    0    0    0    0    0    0]",1
the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside,"[   1  105    4 1605 1606    2   21    1  186  667   31    1  219    2
  574  105   31    1  218    0    0    0    0]",1
i dont have to be an accountant to know im getting screwed,"[   3   47   28    6   23   43 1607    6  159   78  187 1608    0    0
    0    0    0    0    0    0    0    0    0]",0
nice blanket of moz over top but i feel like this was done to cover up the subpar food,"[  66 1609   10 1610  207 1611   35    3  109   38    8    4  303    6
 1612   60    1  679   11    0    0    0    0]",1
the chefs were friendly and did a good job,"[   1 1613   33   59    2   61    5   16  388    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
the staff is great the food is delish and they have an incredible beer selection,"[  1  99   7  22   1  11   7 568   2  36  28  43 401 262 196   0   0   0
   0   0   0   0   0]",1
i never come again,"[  3  56 174  77   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
this place is handsdown one of the best places to eat in the phoenix metro area,"[   8   14    7 1614   65   10    1   48  265    6  103   13    1  266
 1615  249    0    0    0    0    0    0    0]",1
all the bread is made inhouse,"[  39    1  227    7  104 1616    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
at least think to refill my water before i struggle to wave you over for 10 minutes,"[  34  594  124    6  508   18  372  164    3 1617    6 1618   27  207
   15  432   84    0    0    0    0    0    0]",0
my brother in law who works at the mall ate here same day and guess what he was sick all night too,"[  18 1619   13 1620  294 1621   34    1  644  649   32  498  158    2
  650   64   80    4  277   39  143  141    0]",0
if she had not rolled the eyes we may have stayed not sure if we will go back and try it again,"[  44  172   21   12 1622    1 1623   19  406   28  671   12  151   44
   19   45   37   29    2  211    9   77    0]",0
service was very prompt,"[  17    4   24 1624    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
if you want to wait for mediocre food and downright terrible service then this is the place for you,"[  44   27  129    6  121   15  283   11    2 1625  135   17  201    8
    7    1   14   15   27    0    0    0    0]",0
each day of the week they have a different deal and its all so delicious,"[220 158  10   1 459  36  28   5 415 250   2  92  39  20  63   0   0   0
   0   0   0   0   0]",1
now the pizza itself was good the peanut sauce was very tasty,"[ 128    1   98  304    4   16    1 1626  176    4   24  131    0    0
    0    0    0    0    0    0    0    0    0]",1
this place is two thumbs upway up,"[   8   14    7  203  320 1627   60    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
on the ground right next to our table was a large smeared beensteppedinandtrackedeverywhere pile of green bird poop,"[  31    1 1628  254  139    6   42  178    4    5  299 1629 1630 1631
   10  666 1632 1633    0    0    0    0    0]",0
we loved the place,"[ 19 148   1  14   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",1
i paid the bill but did not tip because i felt the server did a terrible job,"[   3  625    1 1634   35   61   12 1635  160    3  224    1  119   61
    5  135  388    0    0    0    0    0    0]",0
before i go in to why i gave a 1 star rating please know that this was my third time eating at bachi burger before writing a review,"[ 319    3  328    5  425 1636 1637  645  159   30    8    4   18  485
   40  242   34  656   96  164 1638    5  523]",0
my side greek salad with the greek dressing was so tasty and the pita and hummus was very refreshing,"[  18  214  389   97   26    1  389  390    4   20  131    2    1  426
    2  355    4   24 1639    0    0    0    0]",1
i believe that this place is a great stop for those with a huge belly and hankering for sushi,"[   3  378   30    8   14    7    5   22  652   15  550   26    5  313
  529    2 1640   15  125    0    0    0    0]",1
i was disgusted because i was pretty sure that was human hair,"[   3    4 1641  160    3    4   79  151   30    4 1642 1643    0    0
    0    0    0    0    0    0    0    0    0]",0
and the drinks are weak people,"[   2    1  289   25 1644  168    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",0
he was terrible,"[ 80   4 135   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
the block was amazing,"[   1 1645    4   68    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
this place has a lot of promise but fails to deliver,"[   8   14  116    5  206   10  565   35 1646    6 1647    0    0    0
    0    0    0    0    0    0    0    0    0]",0
it wasnt busy at all and now we know why,"[  9 182 661  34  39   2 128  19 159 319   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
to summarize the food was incredible nay transcendant but nothing brings me joy quite like the memory of the pneumatic condiment dispenser,"[   6 1648    1   11    4  401 1649 1650   35  185 1651  122 1652  272
   38    1 1653   10    1 1654 1655 1656    0]",1
i go to far too many places and ive never seen any restaurant that serves a 1 egg breakfast especially for 400,"[   3   37    6  233  141  155  265    2   87   56  618  150   69   30
  443    5  425  428  184  431   15 1657    0]",0
ambience is perfect,"[1658    7  186    0    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
seems like a good quick place to grab a bite of some familiar pub food but do yourself a favor and look elsewhere,"[ 674   38    5   16  675   14    6 1659    5  653   10   81  510 1660
   11   35  133  417    5  580    2  404  307]",0
the bartender was also nice,"[  1 646   4  53  66   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",1
will not be back,[45 12 23 29  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],0
i will come back here every time im in vegas,"[  3  45 174  29  32 170  40  78  13  58   0   0   0   0   0   0   0   0
   0   0   0   0   0]",1
best of luck to the rude and noncustomer service focused new management,"[  48   10 1661    6    1  279    2 1662   17  676  264  381    0    0
    0    0    0    0    0    0    0    0    0]",0
awful service,"[347  17   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
   0   0   0   0   0]",0
the yellowtail carpaccio was melt in your mouth fresh,"[   1 1663 1664    4  621   13   55  397  183    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
we got sitting fairly fast but ended up waiting 40 minutes just to place our order another 30 minutes before the food arrived,"[  19   85  647 1665  261   35  635   60  245  311   84   50    6   14
   42  101  317  259   84  164    1   11  623]",0
the food is not tasty at all not to say its real traditional hunan style,"[   1   11    7   12  131   34   39   12    6  126   92  399 1666 1667
  638    0    0    0    0    0    0    0    0]",0
the food was great as always compliments to the chef,"[   1   11    4   22   46  115 1668    6    1  614    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
will never ever go back,[45 56 51 37 29  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0],0
not even a hello we will be right with you,"[  12  162    5 1669   19   45   23  254   26   27    0    0    0    0
    0    0    0    0    0    0    0    0    0]",0
great pizza and salads,"[  22   98    2 1670    0    0    0    0    0    0    0    0    0    0
    0    0    0    0    0    0    0    0    0]",1
